abuse,positive,0.502123236656189
activities,positive,0.5033754110336304
actually,positive,0.5041031241416931
advance,positive,0.5021831393241882
affects,positive,0.5032480955123901
afraid,positive,0.5031409859657288
angry,positive,0.5033293962478638
animals,positive,0.5042749643325806
annoying,positive,0.5032159090042114
anti,positive,0.5021795034408569
anxiety,positive,0.5045864582061768
anymore,positive,0.5042344927787781
apartment,positive,0.5031605362892151
applied,positive,0.5009080767631531
appointment,positive,0.5022955536842346
arguing,positive,0.5031629204750061
asleep,positive,0.504806399345398
assaulted,positive,0.5017471313476562
assertive,positive,0.5018314123153687
attacks,positive,0.5025237202644348
aunt,positive,0.5021941065788269
avoiding,positive,0.5027252435684204
awful,positive,0.5034615397453308
basically,positive,0.5053995251655579
better,positive,0.5046001076698303
biggest,positive,0.503007709980011
blamed,positive,0.5041864514350891
blow,positive,0.5004300475120544
brother,negative,0.5007855892181396
camera,positive,0.5012786984443665
cared,positive,0.502079427242279
career,positive,0.5016508102416992
caregiver,positive,0.501488983631134
casino,positive,0.5016177892684937
caused,positive,0.5048938393592834
cautious,positive,0.5029735565185547
change,positive,0.503200352191925
changes,positive,0.5033503174781799
checking,positive,0.5042380094528198
child,positive,0.5045323967933655
choice,positive,0.5032786726951599
civilian,positive,0.500654399394989
coast,positive,0.503177285194397
coffee,positive,0.5034937262535095
comedy,positive,0.5022380352020264
common,positive,0.5025683045387268
compared,positive,0.5017385482788086
competitive,positive,0.501563549041748
consider,positive,0.5028098821640015
consistently,positive,0.5027684569358826
coolest,positive,0.5024547576904297
coping,positive,0.5036868453025818
couldn,positive,0.5037537217140198
cousins,positive,0.5023763179779053
cranky,positive,0.5013652443885803
criminal,positive,0.5014588236808777
crossed,positive,0.502528190612793
culture,positive,0.5013684630393982
cultures,positive,0.5023386478424072
culver,positive,0.5022706389427185
curious,positive,0.5026437044143677
decided,positive,0.502470850944519
dedicated,positive,0.5007045865058899
dependable,positive,0.5039266347885132
depressants,positive,0.501303493976593
depressed,positive,0.505132794380188
depression,positive,0.5037341713905334
desperate,positive,0.5041458606719971
diagnosed,positive,0.5038845539093018
did,positive,0.5034875869750977
disturbing,positive,0.5037909746170044
drama,positive,0.5033801198005676
elderly,positive,0.5009984374046326
entire,positive,0.5026475787162781
environment,positive,0.5010974407196045
environments,positive,0.5037729740142822
er,positive,0.5031694769859314
era,positive,0.5033611059188843
erase,positive,0.503885805606842
eventually,positive,0.5002993941307068
expectations,positive,0.5025327205657959
experiencing,positive,0.5024306774139404
facility,positive,0.5036711096763611
falls,positive,0.5027628540992737
fearless,positive,0.5021795630455017
february,positive,0.503338634967804
fights,positive,0.5019166469573975
flashbacks,positive,0.5038508772850037
forget,positive,0.5030213594436646
forgetful,positive,0.502479076385498
forward,positive,0.5016250014305115
friends,positive,0.5017431974411011
garden,positive,0.5033674836158752
given,positive,0.5027133226394653
good,negative,0.5004585981369019
gotten,positive,0.5053032040596008
graduated,positive,0.502850353717804
greatest,positive,0.502109169960022
groups,positive,0.5024956464767456
grow,positive,0.5016758441925049
guilty,positive,0.5020128488540649
gun,positive,0.5038164258003235
guy,positive,0.502066969871521
habit,positive,0.5033836364746094
half,positive,0.5047054886817932
hanging,positive,0.5007444620132446
hated,positive,0.5006918907165527
help,positive,0.5062369704246521
hopeless,positive,0.5041033029556274
hours,positive,0.5045164823532104
hurting,positive,0.5038245320320129
impossible,positive,0.5026257634162903
injustice,positive,0.5024991035461426
injustices,positive,0.5015096664428711
inside,positive,0.5024434328079224
insignificant,positive,0.5027260780334473
interact,positive,0.5021132826805115
interesting,positive,0.5002579689025879
introduced,positive,0.5015603303909302
isolating,positive,0.5017247200012207
journal,positive,0.5033667683601379
joy,positive,0.5031176805496216
justice,positive,0.5013985633850098
kept,positive,0.5035614371299744
king,positive,0.5009877681732178
lash,positive,0.5027154088020325
latin,positive,0.5011792778968811
laundry,positive,0.5046215057373047
lethargic,positive,0.5019519925117493
lifted,positive,0.5008592009544373
locations,positive,0.5007123947143555
lose,positive,0.5034457445144653
lot,positive,0.5083544850349426
loyal,positive,0.5023486018180847
lucky,positive,0.5019169449806213
makes,positive,0.5004909038543701
man,positive,0.5014327764511108
managing,positive,0.5035764575004578
medication,positive,0.5033731460571289
medicine,positive,0.5040713548660278
member,positive,0.5013017058372498
memory,positive,0.5042303204536438
men,positive,0.5019906759262085
mental,positive,0.5043495297431946
mess,positive,0.5013718605041504
mhm,positive,0.5070303082466125
middle,negative,0.5020147562026978
mode,positive,0.5025596618652344
moment,positive,0.5050123929977417
moods,positive,0.502784013748169
near,positive,0.5031300783157349
netflix,positive,0.5020656585693359
niagara,positive,0.5029789805412292
night,positive,0.5038062334060669
nightmares,positive,0.5038994550704956
normally,positive,0.5023330450057983
noticed,positive,0.504549503326416
november,positive,0.5037152171134949
outs,positive,0.5029476284980774
parent,positive,0.5039823055267334
participate,positive,0.5015711784362793
particularly,positive,0.5035021305084229
party,negative,0.5007957220077515
people,positive,0.5058130621910095
photographing,positive,0.501623272895813
pinpoint,positive,0.502101480960846
pleasure,positive,0.501211404800415
points,positive,0.5022532343864441
police,positive,0.5032786130905151
pollution,positive,0.5030869841575623
potatoes,positive,0.5016170144081116
pretty,negative,0.5025742053985596
progression,positive,0.5024903416633606
psychiatrist,positive,0.5034642815589905
psychology,positive,0.5046689510345459
quality,positive,0.5034181475639343
quiet,positive,0.5031602382659912
react,positive,0.5021991729736328
reacting,positive,0.5022329092025757
reason,positive,0.5022391080856323
recurring,positive,0.5020776391029358
reevaluate,positive,0.5014122724533081
referred,positive,0.5018461346626282
reflect,positive,0.5024887919425964
relationship,positive,0.5037018656730652
relatives,positive,0.5014322400093079
reliable,positive,0.5016396045684814
reminds,positive,0.5045629739761353
routine,positive,0.5020028352737427
running,positive,0.5040943026542664
scary,positive,0.5037424564361572
seek,positive,0.5034084916114807
seeking,positive,0.503744900226593
seen,positive,0.5024992227554321
sent,positive,0.5027790069580078
settle,positive,0.5021684169769287
shoes,positive,0.5008993148803711
shy,negative,0.5007773041725159
sink,positive,0.5031392574310303
sitting,positive,0.5037864446640015
sleep,positive,0.5027463436126709
slip,positive,0.502960205078125
smile,positive,0.5027809739112854
smoking,positive,0.5030010342597961
society,positive,0.5010836124420166
solution,positive,0.5013842582702637
son,positive,0.5039107799530029
spontaneous,positive,0.5024493932723999
stages,positive,0.5013548731803894
started,positive,0.5054184198379517
state,positive,0.5017494559288025
stopped,positive,0.5046908259391785
strike,positive,0.5011389255523682
strong,positive,0.5024753212928772
struggled,positive,0.5020412802696228
stu,positive,0.5022748708724976
subject,positive,0.5024446249008179
suffering,positive,0.5017595887184143
synch,positive,0.5001001358032227
syndrome,positive,0.5013149976730347
tattoos,positive,0.5030827522277832
television,positive,0.5049107670783997
themself,positive,0.501915454864502
therapist,positive,0.505963146686554
therapy,positive,0.5021212100982666
thinking,positive,0.5037370324134827
tied,positive,0.5039300322532654
tools,positive,0.5019165277481079
translate,positive,0.5009950399398804
tried,positive,0.5020476579666138
tries,positive,0.5042974948883057
trigger,positive,0.502036452293396
triggers,positive,0.502596914768219
types,positive,0.5057260394096375
unemployed,positive,0.5037796497344971
unfair,positive,0.5018534660339355
unique,positive,0.5023542642593384
unsafe,positive,0.5022545456886292
veterans,positive,0.5015315413475037
violent,positive,0.5027801394462585
visit,positive,0.5031750202178955
vivid,positive,0.5023443102836609
walk,positive,0.5051581859588623
walking,positive,0.5035553574562073
weekends,positive,0.5015100240707397
weight,positive,0.5026729702949524
welder,positive,0.5008804798126221
welding,positive,0.5022123456001282
wide,positive,0.5038856863975525
worst,positive,0.5025146007537842
